1,1.85940026119
2,3.23555180257
3,2.57785509184
4,2.64208098732
5,3.29184973604
6,1.83994040326
8,2.63027865191
9,2.24404330904
10,2.9227920159
11,3.53296097689
12,1.17537459187
13,3.57504897499
14,2.95494698804
15,2.13147995581
16,2.43431383212
17,3.03300638732
18,2.13005956585
19,3.13475356304
20,2.73872119969
21,2.57598143103
22,1.95874714925
23,3.3194144784
24,2.43790306235
25,2.8958071284
26,2.89494943668
27,2.74797544618
28,2.03453904757
29,1.80822733713
30,2.89893641644
31,3.09477117171
32,1.69045899707
33,2.54923429024
34,2.68802175055
35,2.91151743626
36,2.95570383359
37,2.64078462849
38,2.63200386458
39,3.30711041314
40,3.43696462752
41,2.28044490712
42,3.21839142291
44,2.61759046819
45,1.87300639488
46,1.07762987409
48,2.98348157496
49,1.96179407937
50,3.15853310221
51,2.96580584013
52,2.45153978055
55,2.23553505212
56,3.2240328603
57,2.77504267947
58,3.29924079411
59,2.37017503833
60,2.96644073173
61,3.38196749913
62,1.74013440075
63,1.63222757738
65,3.71268280246
66,1.71459602832
67,2.19488513756
68,3.47111782548
69,2.4442494449
70,2.48821657888
71,2.72783618194
72,2.61400813547
73,2.49724002444
74,3.69065027896
75,2.22028322573
76,3.08448343215
77,2.85318798106
78,3.73018784265
79,2.33465447531
80,1.47090803574
81,2.73167489095
82,3.18646539796
83,1.38226082477
84,2.59716350921
85,2.37711246904
86,1.92066923012
87,2.54278404924
88,2.69957662886
89,2.67213396266
90,2.18825122326
91,2.00352157995
92,2.8586428676
93,2.73627538476
94,3.42016743591
95,2.15782467513
96,3.81305380402
97,3.61982859252
98,3.16748384023
99,3.07711770912
100,1.75951712496
101,2.12593792313
102,3.45878297137
104,3.27535828806
105,2.59906631101
106,2.67077914412
108,2.06724615721
110,3.2328330862
111,3.45948651725
112,3.36504359276
113,2.23018507151
114,3.36781043048
115,1.47617822342
116,3.14470049584
117,2.94786860619
118,2.26376441685
119,2.9710197952
120,2.47496828807
121,2.81855585722
122,2.1178407283
123,1.48224861622
124,2.96283663288
125,3.17375686849
126,1.62983402623
127,3.19496321613
129,2.10092692391
130,1.32352702159
131,3.32152321539
132,3.04000783489
133,2.78664039581
134,2.79909052407
135,2.17571609184
137,2.69612477925
138,3.43308537005
139,2.99211867877
140,1.89943178941
141,2.41552762226
142,2.19416732098
143,2.49034585735
144,3.93840444671
145,3.75718943515
146,2.90758744726
147,1.83609435374
148,1.91377367503
149,3.407959434
150,2.98192766965
151,2.42631583262
152,3.21994228897
153,2.28954208928
154,2.89534069555
155,3.18950272375
156,3.83659482759
157,2.34812744793
158,3.18841513909
159,2.4291504424
163,3.083512197
164,3.58679068242
165,2.96599667445
166,3.68158496251
167,3.31436779844
168,3.97339877808
169,2.44712860062
170,3.81933547935
171,2.71362831273
172,3.0441786806
173,3.11171586816
174,2.38983767766
175,3.53050670192
176,2.04189769277
177,3.56059113301
178,2.64030435953
179,3.0508632502
180,2.58658492399
181,2.9701915759
182,3.32406708509
185,2.43847207869
187,3.17166491466
188,2.68905973399
189,3.18633321381
190,2.75398269584
191,0.678209590237
192,1.45350116882
193,2.87026440472
194,1.52210272978
196,2.96954281384
